,title,score,review_num,keyword,category
85,신방수 세무사의 2022 확 바뀐 부동산 세금 완전 분석,10.0,18,"['증여세', '세제', '취득세', '양도 소득세', '보유', '주택']",경제/경영
86,초보자를 위한 투자의 정석,10.0,20,"['주식투자', '재테크', '주식 시장', '마켓', '주식 투자자', '부동산']",경제/경영
87,재무제표 모르면 주식투자 절대로 하지마라(스타강사 사경인 회계사의)(개정판),9.2,1380,"['재테크', '수익', '애널리스트', '일반 투자자', '시장 분석', '비기']",경제/경영
88,블록체인 트렌드 2022-2023,9.1,24,"['비트코인', '핀테크', '금융', '카카오', '메타', 'IoT']",경제/경영
89,무한 투자의 법칙,0.0,2,"['투자자', '부자', '로드맵', '경제', '수입', '소득']",경제/경영
90,코인으로 인생역전,0.0,0,"['비트코인', '수익', '투자자', '주식', '매매', '성공 투자']",경제/경영
91,생각에 관한 생각(양장본 HardCover),9.5,380,"['경제학', '심리학', '국부론', '인지심리학', '애덤 스미스', '경제이론']",경제/경영
92,투자의 배신,9.4,28,"['주식투자', '수익', '주식 시장', '주식 투자자', '미국주식', '미신']",경제/경영
93,개미대학 세력의 매집원가 구하기,9.7,645,"['주식투자', '수익', '초보 투자자', '종목', '거래량', '주식 시장']",경제/경영
94,왕초보도 바로 돈 버는 부동산 경매의 기술,9.6,50,"['부동산투자', '투자', '재테크', '투자자', '청약', '권리 분석']",경제/경영
95,패스트트랙아시아 박지웅의 이기는 게임을 하라(영앤리치 새로운 부를 꿈꾸는 사람들 1),10.0,4,"['창업', '스타트업', '브랜드', '투자', '투자자', '빌더']",경제/경영
96,"아들아, 돈 공부해야 한다",9.2,181,"['재테크', '부동산', '주식투자', '자본주의', '투자가이드', '근로 소득']",경제/경영
97,밀레니얼-Z세대 트렌드 2022,10.0,3,"['코로나', '경제전망', '급부상', '네이티브', '마이크', '플랫폼']",경제/경영
98,월급쟁이 부자의 머니 파이프라인(5가지 소득으로 총자산 100억을 만든),10.0,12,"['재테크', '주식', '부동산 투자', '직장인', '창업', '종잣돈']",경제/경영
99,부의 대이동(교보 단독 20만 부 기념 리커버 에디션),9.4,2848,"['코로나', '부동산', '투자', '달러', '투자법', '주식 시장']",경제/경영
100,더 늦기 전에  당신이 자본주의를  제대로  알면 좋겠습니다,10.0,36,"['주식투자', '재테크', '주식', '종잣돈', '금융 자산', '목표']",경제/경영
101,"메타버스, 이미 시작된 미래",9.5,25,"['투자자', '카카오', '가상', '토큰', '가상현실', '거래소']",경제/경영
102,일의 격,9.7,148,"['리더십', '페이스북', '통찰', '구루', '영향력', '부사장']",경제/경영
103,디지털 부업 50가지(프로부업러가 콕 짚어주는),9.3,27,"['커머스', '성공', '투자', '소자본', '코믹스', '실천']",경제/경영
104,부의 시그널,9.6,51,"['혁신', '헤지 펀드', '증시', '디플레이션', '중국 경제', '세계 경제']",경제/경영
105,미래의 부(양장본 HardCover),8.6,2299,"['코로나', '부자되는법', '주식 시장', '미국주식', '석유', '장기투자']",경제/경영
106,위대한 기업에 투자하라(굿모닝북스 투자의 고전 1),9.6,221,"['투자자', '종목', '주식투자', '투자가이드', '주식 시장', '자산관리']",경제/경영
107,하마터면 회계를 모르고 일할 뻔했다!,9.5,264,"['재무제표', '기업회계', '원리', '독해력', '그림', '재무분석']",경제/경영
108,모든 주식을 소유하라(양장본 HardCover),9.4,91,"['투자자', '재무 설계', '워런 버핏', '전문 서적', '배당금', '면도날']",경제/경영
109,위드 코로나 2022년 경제전망,9.3,16,"['통화 정책', '회복', '환경변화', '원자재', '투자은행', '금리']",경제/경영
110,강방천의 관점(양장본 HardCover),9.6,174,"['주식투자', '펀드 투자', '통찰', '가치 투자', '해외 투자', '관점']",경제/경영
111,가장 쉬운 독학 BITMAN(비트맨) 비트코인 투자 첫걸음,10.0,17,"['블록체인', '코인', '수익', '거래소', '발명품', '매니저']",경제/경영
112,한 권으로 끝내는 코인 투자의 정석,8.3,22,"['투자자', '비트코인', '주식 시장', '가상화폐', '거래소', '메타']",경제/경영
113,메타버스의 시대,10.0,15,"['커머스', '비즈니스', '아바타', '재택근무', '가상', '트렌드']",경제/경영
114,미국주식 무작정 따라하기,9.5,26,"['주식투자', '재테크', '초보 투자자', '애널리스트', '우량주', 'ETF']",경제/경영
115,쇼킹부동산. 1: 아파트 교과서,9.2,3,"['투자자', '투자', '청약', '규제', '재개발', '대출']",경제/경영
116,언스크립티드,8.8,1995,"['부자되는법', '추월', '기업가 정신', '창업', '속임수', '각본']",경제/경영
117,금융시장의 포식자들,9.8,235,"['재테크', '투자자', '기업', '주주', '프레임', '승계']",경제/경영
118,비트코인 이기는 투자를 하자,0.0,0,"['초보 투자자', '종목', '성장', '개인 투자자', '현금 흐름', '수양']",경제/경영
119,"오케팅: 누구나 5% 부자가 되는 전략, 디지털 노마드를 위한 퍼스널브랜딩 마케팅 책",9.3,1542,"['부자되는법', '원룸', '성공', '상위', '리스크', '세입자']",경제/경영
120,뉴미디어 트렌드 2022,10.0,16,"['커머스', '유튜브', '경제전망', '빅데이터', '재테크', '콘텐츠']",경제/경영
121,3000만 원으로 시작하는 아파트 투자 프로젝트,9.6,46,"['부동산 투자', '초보 투자자', '폭락', '집값', '아파트투자', '소액']",경제/경영
